,gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
39133,Male,Loyal Customer,46,Business travel,2698.0,3,3,3,4,3,3,3,0.0,21.0,dissatisfied
39134,Female,Loyal Customer,42,Business travel,2698.0,5,3,5,5,4,4,3,0.0,0.0,satisfied
39136,Female,Loyal Customer,41,Business travel,2699.0,1,1,1,4,4,4,3,0.0,0.0,satisfied
39137,Female,Loyal Customer,67,Business travel,2699.0,2,2,2,3,3,2,3,47.0,38.0,dissatisfied
39138,Male,Loyal Customer,34,Business travel,2699.0,2,3,3,2,2,2,4,24.0,21.0,dissatisfied
39139,Male,Loyal Customer,53,Business travel,2699.0,4,4,4,2,3,4,4,77.0,79.0,satisfied
39140,Female,Loyal Customer,37,Business travel,2699.0,3,3,3,2,5,5,5,0.0,1.0,satisfied
39141,Female,Loyal Customer,46,Business travel,2699.0,3,3,3,2,5,5,3,0.0,12.0,satisfied
39142,Male,Loyal Customer,42,Business travel,2699.0,4,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39143,Female,Loyal Customer,21,Business travel,2699.0,2,2,2,5,5,5,5,0.0,0.0,satisfied
39144,Female,Loyal Customer,25,Business travel,2699.0,2,2,2,4,4,3,4,0.0,0.0,satisfied
39145,Female,Loyal Customer,46,Business travel,2699.0,5,2,5,5,5,5,4,0.0,0.0,satisfied
39146,Female,Loyal Customer,48,Business travel,2699.0,0,5,0,3,5,5,2,0.0,0.0,satisfied
39147,Female,Loyal Customer,24,Business travel,2700.0,3,3,3,5,5,5,5,0.0,-45.0,satisfied
39149,Female,Loyal Customer,27,Business travel,2700.0,1,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39150,Male,Loyal Customer,53,Business travel,2700.0,3,3,2,3,4,4,4,44.0,35.0,satisfied
39151,Male,Loyal Customer,38,Business travel,2700.0,2,4,4,5,2,2,2,75.0,78.0,dissatisfied
39152,Female,Loyal Customer,25,Business travel,2701.0,2,2,2,3,3,4,3,0.0,0.0,satisfied
39153,Female,Loyal Customer,42,Business travel,2701.0,4,4,4,5,2,5,4,0.0,0.0,satisfied
39154,Male,Loyal Customer,33,Business travel,2701.0,3,3,3,5,5,5,5,0.0,13.0743375378899,satisfied
39155,Female,Loyal Customer,25,Business travel,2701.0,3,5,5,3,2,4,3,0.0,0.0,satisfied
39156,Female,Loyal Customer,46,Business travel,2701.0,0,1,1,2,4,4,5,29.0,28.0,satisfied
39157,Male,Loyal Customer,49,Business travel,2701.0,2,2,2,4,2,4,4,0.0,0.0,satisfied
39158,Male,Loyal Customer,35,Business travel,2701.0,4,2,2,2,4,4,4,16.0,0.0,dissatisfied
39159,Female,Loyal Customer,42,Business travel,2701.0,4,5,5,4,2,2,4,0.0,24.0,dissatisfied
39160,Female,Loyal Customer,45,Business travel,2701.0,3,5,5,3,2,4,3,0.0,0.0,dissatisfied
39161,Male,Loyal Customer,44,Business travel,2701.0,3,5,5,5,3,3,4,3.0,7.0,dissatisfied
39162,Male,Loyal Customer,47,Business travel,2701.0,1,1,1,4,5,3,4,0.0,0.0,satisfied
39163,Female,Loyal Customer,48,Business travel,2701.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39164,Female,Loyal Customer,25,Business travel,2701.0,4,4,4,4,3,5,3,0.0,0.0,satisfied
39165,Male,Loyal Customer,53,Business travel,2701.0,5,5,5,3,2,2,2,0.0,0.0,satisfied
39166,Female,Loyal Customer,56,Business travel,2701.0,5,5,5,4,3,3,3,0.0,0.0,satisfied
39168,Male,Loyal Customer,43,Business travel,2702.0,0,0,0,5,4,4,5,0.0,0.0,satisfied
39169,Female,Loyal Customer,43,Business travel,2702.0,0,0,0,3,4,4,5,49.0,37.0,satisfied
39170,Female,Loyal Customer,58,Business travel,2702.0,3,3,3,2,4,4,4,0.0,46.0,satisfied
39171,Female,Loyal Customer,52,Business travel,2703.0,4,4,4,3,5,5,3,9.0,8.0,satisfied
39172,Male,Loyal Customer,20,Business travel,2703.0,5,5,4,3,5,5,3,0.0,0.0,satisfied
39173,Female,Loyal Customer,63,Business travel,2703.0,3,3,3,3,5,5,4,0.0,0.0,satisfied
39174,Female,Loyal Customer,54,Business travel,2703.0,3,3,3,4,4,4,3,0.0,0.0,satisfied
39175,Female,Loyal Customer,53,Business travel,2704.0,3,1,1,5,3,3,3,4.0,6.0,dissatisfied
39176,Female,Loyal Customer,16,Business travel,2704.0,4,2,4,4,4,3,4,36.0,30.0,dissatisfied
39177,Male,Loyal Customer,53,Business travel,2704.0,4,4,4,2,4,4,5,1.0,6.0,satisfied
39178,Female,Loyal Customer,41,Business travel,2704.0,1,1,1,4,4,4,4,3.0,0.0,satisfied
39179,Female,Loyal Customer,42,Business travel,2704.0,4,5,5,3,4,4,4,0.0,2.0,dissatisfied
39180,Male,Loyal Customer,43,Business travel,2704.0,3,3,3,5,3,4,5,0.0,0.0,satisfied
39181,Female,Loyal Customer,44,Business travel,2704.0,4,5,4,2,4,4,3,0.0,0.0,dissatisfied
39182,Male,Loyal Customer,64,Business travel,2704.0,5,5,2,3,5,5,5,0.0,0.0,satisfied
39183,Male,Loyal Customer,34,Business travel,2704.0,3,2,3,4,5,4,4,81.0,55.0,satisfied
39185,Female,Disloyal Customer,25,Business travel,2704.0,0,4,0,2,2,4,2,0.0,0.0,satisfied
39186,Male,Loyal Customer,56,Business travel,2704.0,3,3,3,5,2,2,3,0.0,3.0,satisfied
39187,Female,Loyal Customer,25,Business travel,2704.0,1,1,1,4,5,3,4,0.0,0.0,satisfied
39188,Female,Loyal Customer,56,Business travel,2704.0,3,3,3,2,1,1,4,0.0,0.0,satisfied
39189,Female,Loyal Customer,44,Business travel,2704.0,4,4,4,5,4,5,5,0.0,0.0,satisfied
39190,Female,Loyal Customer,51,Business travel,2704.0,4,4,4,4,2,2,4,0.0,17.0,dissatisfied
39191,Male,Loyal Customer,51,Business travel,2704.0,4,2,4,3,5,5,3,287.0,272.0,satisfied
39192,Male,Loyal Customer,60,Business travel,2704.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39193,Female,Loyal Customer,40,Business travel,2704.0,3,3,2,5,3,4,5,7.0,0.0,satisfied
39194,Male,Loyal Customer,48,Business travel,2704.0,5,5,5,5,5,5,3,0.0,0.0,satisfied
39195,Female,Loyal Customer,54,Business travel,2704.0,1,1,1,3,4,4,3,0.0,0.0,satisfied
39196,Male,Disloyal Customer,33,Business travel,2704.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39197,Male,Disloyal Customer,46,Business travel,2704.0,3,3,3,4,4,3,4,7.0,13.0743375378899,dissatisfied
39198,Male,Loyal Customer,36,Business travel,2704.0,3,5,3,4,5,5,5,0.0,1.0,satisfied
39199,Female,Loyal Customer,40,Business travel,2704.0,4,4,5,5,4,4,5,7.0,22.0,satisfied
39200,Male,Loyal Customer,35,Business travel,2704.0,5,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39201,Male,Loyal Customer,60,Business travel,2704.0,3,3,3,3,4,4,5,0.0,0.0,satisfied
39202,Female,Loyal Customer,13,Personal Travel,2704.0,4,3,4,2,2,5,2,0.0,0.0,dissatisfied
39203,Male,Loyal Customer,43,Business travel,2704.0,1,1,1,3,4,4,4,10.0,0.0,satisfied
39204,Male,Disloyal Customer,39,Business travel,2704.0,2,2,2,2,4,5,5,0.0,0.0,dissatisfied
39205,Female,Disloyal Customer,25,Business travel,2704.0,3,2,3,3,3,3,4,0.0,0.0,satisfied
39206,Female,Loyal Customer,34,Personal Travel,2704.0,4,1,4,4,3,4,5,0.0,0.0,dissatisfied
39207,Male,Loyal Customer,49,Business travel,2704.0,1,1,4,5,4,4,3,69.0,48.0,satisfied
39210,Female,Loyal Customer,45,Business travel,2704.0,1,1,1,3,4,5,3,0.0,0.0,satisfied
39211,Male,Loyal Customer,57,Business travel,2704.0,5,5,5,4,3,4,3,10.0,12.0,satisfied
39212,Female,Loyal Customer,40,Business travel,2704.0,4,4,5,4,4,4,4,0.0,0.0,satisfied
39213,Male,Loyal Customer,33,Business travel,2704.0,3,3,3,4,4,4,4,3.0,21.0,satisfied
39214,Male,Disloyal Customer,34,Business travel,2704.0,3,3,3,3,3,3,5,4.0,9.0,dissatisfied
39215,Female,Disloyal Customer,35,Business travel,2704.0,2,2,2,2,3,4,4,0.0,12.0,dissatisfied
39216,Female,Loyal Customer,44,Business travel,2704.0,1,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39217,Male,Loyal Customer,40,Business travel,2704.0,2,2,2,4,5,5,5,0.0,0.0,satisfied
39218,Female,Loyal Customer,52,Business travel,2704.0,3,4,3,5,3,5,5,1.0,0.0,satisfied
39219,Female,Loyal Customer,41,Business travel,2704.0,4,4,2,5,4,4,3,29.0,9.0,satisfied
39220,Female,Loyal Customer,52,Business travel,2704.0,2,3,3,1,2,2,3,1.0,0.0,dissatisfied
39221,Male,Loyal Customer,16,Business travel,2704.0,4,4,4,4,4,5,4,2.0,0.0,satisfied
39222,Male,Loyal Customer,40,Business travel,2704.0,3,3,3,5,3,5,5,63.0,54.0,satisfied
39223,Female,Loyal Customer,43,Business travel,2704.0,4,4,4,5,5,5,3,2.0,0.0,satisfied
39224,Male,Loyal Customer,39,Business travel,2704.0,3,3,3,3,3,3,3,0.0,10.0,satisfied
39225,Male,Loyal Customer,57,Business travel,2704.0,3,3,3,3,2,2,4,6.0,0.0,satisfied
39226,Female,Disloyal Customer,40,Business travel,2704.0,2,2,2,2,1,3,4,0.0,50.0,dissatisfied
39227,Female,Disloyal Customer,11,Business travel,2704.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39228,Female,Loyal Customer,45,Business travel,2704.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39229,Male,Loyal Customer,53,Business travel,2704.0,5,5,5,2,4,4,4,0.0,0.0,satisfied
39230,Male,Loyal Customer,34,Personal Travel,2704.0,3,4,3,2,1,1,3,0.0,0.0,dissatisfied
39231,Female,Loyal Customer,47,Business travel,2704.0,4,4,4,3,4,4,5,11.0,3.0,satisfied
39232,Male,Loyal Customer,34,Business travel,2704.0,1,1,2,5,3,2,5,0.0,0.0,satisfied
39233,Male,Loyal Customer,57,Business travel,2704.0,4,4,4,2,4,4,5,0.0,13.0743375378899,satisfied
39234,Male,Disloyal Customer,33,Business travel,2704.0,2,2,2,2,1,3,5,0.0,0.0,dissatisfied
39235,Female,Loyal Customer,45,Business travel,2704.0,1,1,1,5,3,5,4,0.0,0.0,satisfied
39236,Male,Loyal Customer,36,Business travel,2704.0,2,2,2,2,5,5,2,7.0,0.0,satisfied
39239,Male,Loyal Customer,51,Business travel,2704.0,1,1,1,5,5,5,4,94.0,85.0,satisfied
39240,Male,Loyal Customer,47,Business travel,2704.0,1,1,1,5,4,5,5,0.0,0.0,satisfied
39241,Male,Disloyal Customer,38,Business travel,2704.0,4,4,4,3,3,5,3,0.0,0.0,satisfied
39242,Female,Loyal Customer,59,Business travel,2704.0,2,2,2,4,5,5,4,18.0,16.0,satisfied
39243,Female,Loyal Customer,39,Business travel,2704.0,1,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39244,Female,Loyal Customer,40,Business travel,2704.0,3,3,3,3,5,5,3,17.0,0.0,satisfied
39245,Female,Loyal Customer,44,Business travel,2704.0,4,4,4,3,5,5,5,8.0,0.0,satisfied
39246,Female,Loyal Customer,49,Business travel,2704.0,3,3,3,5,5,5,5,0.0,0.0,satisfied
39248,Male,Loyal Customer,53,Business travel,2705.0,1,1,1,2,4,4,4,0.0,0.0,satisfied
39250,Female,Loyal Customer,54,Business travel,2705.0,5,5,5,5,4,4,3,0.0,0.0,satisfied
39251,Female,Loyal Customer,48,Business travel,2706.0,2,2,2,4,5,5,4,36.0,40.0,satisfied
39252,Male,Loyal Customer,39,Business travel,2706.0,3,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39253,Female,Loyal Customer,75,Business travel,2706.0,1,4,4,5,1,1,2,76.0,81.0,dissatisfied
39254,Female,Loyal Customer,24,Business travel,2706.0,4,5,5,4,4,5,4,0.0,-45.0,dissatisfied
39255,Female,Loyal Customer,55,Business travel,2706.0,1,1,1,4,4,4,4,0.0,0.0,satisfied
39257,Male,Loyal Customer,17,Business travel,2706.0,1,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39258,Female,Loyal Customer,33,Business travel,2707.0,4,5,5,2,4,4,4,3.0,6.0,dissatisfied
39259,Male,Loyal Customer,47,Business travel,2707.0,2,2,2,2,5,5,4,0.0,0.0,satisfied
39260,Female,Loyal Customer,40,Business travel,2707.0,5,5,5,3,4,4,4,0.0,0.0,satisfied
39261,Female,Loyal Customer,40,Business travel,2708.0,3,3,3,4,5,5,4,5.0,0.0,satisfied
39262,Female,Loyal Customer,34,Business travel,2708.0,1,3,3,3,1,1,4,5.0,0.0,dissatisfied
39263,Female,Loyal Customer,45,Business travel,2708.0,5,5,5,2,3,3,5,7.0,0.0,satisfied
39264,Female,Loyal Customer,47,Business travel,2708.0,5,3,5,5,5,5,5,4.0,0.0,satisfied
39265,Female,Loyal Customer,45,Business travel,2708.0,2,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39266,Male,Loyal Customer,56,Business travel,2708.0,1,1,1,3,4,4,5,33.0,25.0,satisfied
39267,Male,Loyal Customer,47,Business travel,2708.0,2,1,1,3,2,2,3,0.0,0.0,dissatisfied
39268,Female,Loyal Customer,24,Business travel,2708.0,0,0,0,3,3,5,3,0.0,-45.0,satisfied
39269,Female,Loyal Customer,27,Business travel,2708.0,5,5,1,3,3,5,3,19.0,8.0,satisfied
39270,Female,Loyal Customer,35,Business travel,2708.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39271,Male,Loyal Customer,52,Business travel,2708.0,2,2,2,1,4,4,2,4.0,14.0,satisfied
39272,Female,Loyal Customer,25,Business travel,2708.0,4,4,4,5,5,1,5,0.0,0.0,satisfied
39273,Female,Loyal Customer,52,Business travel,2708.0,1,1,1,2,4,4,5,0.0,0.0,satisfied
39274,Male,Loyal Customer,50,Business travel,2708.0,3,3,2,5,5,5,5,14.0,8.0,satisfied
39275,Female,Loyal Customer,42,Business travel,2709.0,2,5,4,1,2,2,3,0.0,0.0,dissatisfied
39276,Female,Loyal Customer,59,Business travel,2709.0,1,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39277,Male,Loyal Customer,38,Business travel,2709.0,2,2,2,5,2,2,4,0.0,0.0,satisfied
39278,Female,Loyal Customer,42,Business travel,2709.0,1,1,1,4,1,1,3,0.0,0.0,satisfied
39279,Female,Loyal Customer,44,Business travel,2709.0,2,2,2,3,5,5,5,0.0,0.0,satisfied
39280,Female,Loyal Customer,26,Business travel,2709.0,2,2,2,5,5,5,5,0.0,11.0,satisfied
39281,Female,Loyal Customer,45,Business travel,2709.0,0,0,0,5,1,1,5,20.0,16.0,satisfied
39282,Female,Loyal Customer,38,Business travel,2710.0,5,5,5,4,4,4,3,0.0,0.0,satisfied
39283,Female,Loyal Customer,68,Business travel,2710.0,2,2,2,5,5,5,2,3.0,15.0,satisfied
39284,Male,Loyal Customer,41,Business travel,2710.0,4,4,4,5,3,3,5,12.0,0.0,satisfied
39285,Female,Loyal Customer,44,Business travel,2710.0,4,4,4,4,4,4,4,1.0,0.0,satisfied
39287,Female,Loyal Customer,54,Business travel,2710.0,1,1,1,3,4,4,3,4.0,0.0,satisfied
39288,Female,Loyal Customer,60,Business travel,2710.0,4,4,2,4,3,3,5,15.0,0.0,satisfied
39289,Female,Loyal Customer,45,Business travel,2710.0,3,3,3,4,4,4,3,9.0,0.0,satisfied
39290,Female,Loyal Customer,43,Business travel,2710.0,5,1,5,3,3,3,3,26.0,10.0,satisfied
39292,Female,Loyal Customer,49,Business travel,2711.0,3,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39293,Female,Loyal Customer,53,Business travel,2711.0,4,4,4,2,4,4,4,0.0,0.0,satisfied
39294,Male,Loyal Customer,37,Business travel,2711.0,4,4,4,2,4,4,4,0.0,0.0,satisfied
39295,Male,Loyal Customer,34,Business travel,2711.0,2,2,2,4,4,4,5,7.0,0.0,satisfied
39296,Male,Loyal Customer,42,Business travel,2711.0,1,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39297,Female,Loyal Customer,49,Business travel,2712.0,2,2,2,4,4,4,3,0.0,0.0,satisfied
39298,Male,Loyal Customer,53,Business travel,2712.0,2,2,2,3,4,4,3,1.0,0.0,satisfied
39299,Male,Loyal Customer,68,Business travel,2712.0,1,1,3,2,2,2,2,0.0,0.0,satisfied
39300,Male,Loyal Customer,60,Business travel,2712.0,4,4,4,5,4,5,5,0.0,5.0,satisfied
39301,Male,Loyal Customer,39,Business travel,2712.0,2,2,2,5,4,4,5,0.0,0.0,satisfied
39303,Female,Loyal Customer,54,Business travel,2712.0,4,4,4,4,4,4,5,0.0,0.0,satisfied
39305,Male,Loyal Customer,44,Business travel,2712.0,4,4,4,4,4,4,3,59.0,40.0,satisfied
39306,Female,Loyal Customer,27,Business travel,2712.0,3,3,3,4,4,2,4,0.0,0.0,satisfied
39307,Female,Loyal Customer,41,Business travel,2713.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39308,Male,Loyal Customer,34,Business travel,2713.0,4,4,4,5,5,5,5,0.0,0.0,satisfied
39309,Male,Loyal Customer,58,Business travel,2713.0,3,3,3,4,3,3,3,0.0,0.0,satisfied
39310,Female,Loyal Customer,46,Business travel,2713.0,5,5,5,5,4,4,4,0.0,0.0,satisfied
39311,Female,Loyal Customer,41,Business travel,2713.0,3,5,5,1,3,3,2,56.0,44.0,dissatisfied
39312,Male,Loyal Customer,75,Business travel,2713.0,4,4,4,3,5,5,3,0.0,0.0,satisfied
39313,Male,Loyal Customer,33,Business travel,2713.0,3,3,3,4,4,5,4,0.0,8.0,satisfied
39314,Female,Loyal Customer,48,Business travel,2713.0,5,4,5,4,4,4,3,0.0,0.0,satisfied
39316,Female,Loyal Customer,58,Business travel,2714.0,1,1,2,2,4,4,4,1.0,0.0,satisfied
39317,Female,Loyal Customer,52,Business travel,2714.0,3,3,3,5,3,3,4,129.0,135.0,satisfied
39318,Female,Loyal Customer,41,Business travel,2714.0,3,4,3,2,3,3,4,0.0,0.0,satisfied
39319,Female,Loyal Customer,35,Business travel,2714.0,3,3,3,1,3,3,4,0.0,0.0,dissatisfied
39320,Female,Loyal Customer,54,Business travel,2714.0,1,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39321,Male,Loyal Customer,27,Business travel,2714.0,2,2,5,4,4,2,4,0.0,0.0,satisfied
39322,Female,Loyal Customer,37,Business travel,2714.0,1,1,3,3,4,4,3,0.0,0.0,satisfied
39324,Female,Loyal Customer,27,Business travel,2714.0,3,2,2,3,3,4,3,64.0,76.0,dissatisfied
39325,Female,Loyal Customer,16,Business travel,2714.0,1,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39326,Female,Loyal Customer,47,Business travel,2714.0,5,5,5,3,5,5,3,0.0,0.0,satisfied
39327,Male,Loyal Customer,41,Business travel,2714.0,2,2,2,3,5,5,3,0.0,0.0,satisfied
39328,Female,Loyal Customer,57,Business travel,2714.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39329,Female,Loyal Customer,50,Business travel,2714.0,4,4,1,3,5,4,5,0.0,0.0,satisfied
39330,Male,Loyal Customer,39,Business travel,2714.0,4,4,4,4,4,4,5,0.0,0.0,satisfied
39331,Male,Loyal Customer,41,Business travel,2714.0,3,3,5,5,4,4,5,14.0,1.0,satisfied
39332,Female,Loyal Customer,32,Business travel,2715.0,3,3,3,4,3,4,5,0.0,14.0,satisfied
39333,Female,Loyal Customer,59,Business travel,2715.0,2,2,2,3,4,4,3,0.0,0.0,satisfied
39334,Male,Loyal Customer,35,Business travel,2715.0,1,1,1,4,2,5,4,7.0,3.0,satisfied
39336,Female,Loyal Customer,59,Business travel,2715.0,3,3,3,4,2,4,4,0.0,0.0,satisfied
39337,Female,Loyal Customer,24,Business travel,2715.0,5,5,5,2,3,5,2,0.0,-45.0,satisfied
39338,Male,Loyal Customer,40,Business travel,2715.0,0,0,0,2,4,4,5,0.0,0.0,satisfied
39339,Female,Loyal Customer,41,Business travel,2715.0,3,1,2,3,3,3,2,30.0,7.0,dissatisfied
39340,Male,Loyal Customer,44,Business travel,2715.0,3,3,4,5,5,5,3,74.0,82.0,satisfied
39341,Male,Loyal Customer,34,Business travel,2716.0,4,1,4,3,3,3,5,0.0,13.0,satisfied
39342,Male,Loyal Customer,34,Business travel,2716.0,2,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39343,Female,Loyal Customer,38,Business travel,2716.0,1,1,1,4,3,3,4,0.0,4.0,satisfied
39344,Female,Loyal Customer,43,Business travel,2716.0,3,3,3,5,2,2,4,0.0,0.0,satisfied
39345,Female,Loyal Customer,50,Business travel,2716.0,5,5,5,5,4,4,5,0.0,0.0,satisfied
39347,Male,Loyal Customer,52,Business travel,2716.0,2,2,2,4,4,4,5,9.0,0.0,satisfied
39348,Female,Loyal Customer,48,Business travel,2716.0,1,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39349,Male,Loyal Customer,39,Business travel,2716.0,5,5,1,5,2,2,3,0.0,0.0,satisfied
39350,Male,Loyal Customer,60,Business travel,2716.0,4,4,4,4,4,4,5,0.0,0.0,satisfied
39351,Female,Loyal Customer,12,Business travel,2717.0,3,4,4,3,3,3,3,26.0,19.0,dissatisfied
39352,Female,Loyal Customer,17,Personal Travel,2717.0,0,4,0,0,5,5,2,0.0,7.0,satisfied
39353,Female,Loyal Customer,57,Business travel,2717.0,2,2,2,4,4,4,3,6.0,0.0,satisfied
39355,Male,Loyal Customer,61,Business travel,2717.0,1,2,2,5,1,1,3,0.0,0.0,dissatisfied
39356,Female,Loyal Customer,50,Business travel,2717.0,1,1,1,1,2,2,5,23.0,13.0,satisfied
39357,Female,Loyal Customer,27,Business travel,2717.0,5,5,4,4,4,5,4,0.0,0.0,satisfied
39358,Female,Loyal Customer,47,Business travel,2717.0,2,2,2,5,4,4,3,16.0,18.0,satisfied
39359,Female,Loyal Customer,47,Business travel,2717.0,3,2,3,2,5,5,3,38.0,29.0,satisfied
39360,Female,Loyal Customer,53,Business travel,2717.0,2,2,2,4,4,4,5,7.0,5.0,satisfied
39362,Male,Loyal Customer,54,Business travel,2718.0,1,1,3,3,4,4,5,0.0,0.0,satisfied
39363,Male,Loyal Customer,40,Business travel,2718.0,5,5,5,1,5,5,5,1.0,0.0,satisfied
39364,Female,Loyal Customer,59,Business travel,2718.0,4,4,4,3,4,4,3,25.0,9.0,satisfied
39365,Male,Loyal Customer,43,Business travel,2718.0,1,1,1,4,1,1,3,6.0,0.0,dissatisfied
39366,Male,Loyal Customer,47,Business travel,2718.0,2,2,2,2,4,4,3,0.0,0.0,satisfied
39367,Male,Loyal Customer,49,Business travel,2718.0,2,2,2,4,4,4,5,0.0,9.0,satisfied
39368,Male,Loyal Customer,48,Business travel,2718.0,3,4,3,2,5,5,3,0.0,0.0,satisfied
39369,Female,Loyal Customer,42,Business travel,2718.0,4,4,4,3,5,5,5,7.0,2.0,satisfied
39371,Male,Loyal Customer,49,Business travel,2719.0,2,4,4,2,4,2,2,0.0,0.0,dissatisfied
39372,Male,Loyal Customer,39,Business travel,2719.0,3,1,2,3,3,3,3,0.0,0.0,dissatisfied
39373,Male,Loyal Customer,50,Business travel,2719.0,1,2,1,3,5,5,5,3.0,0.0,satisfied
39374,Female,Loyal Customer,24,Business travel,2719.0,2,4,2,2,2,5,2,30.0,-45.0,dissatisfied
39375,Male,Loyal Customer,46,Business travel,2719.0,2,3,4,4,2,2,2,0.0,0.0,dissatisfied
39376,Male,Loyal Customer,41,Business travel,2719.0,4,2,4,3,2,4,2,0.0,0.0,dissatisfied
39377,Male,Loyal Customer,53,Business travel,2719.0,2,1,1,2,2,2,4,22.0,7.0,dissatisfied
39378,Female,Loyal Customer,42,Business travel,2720.0,0,4,0,5,5,5,5,144.0,134.0,satisfied
39379,Female,Loyal Customer,37,Business travel,2720.0,2,2,2,3,5,5,3,0.0,9.0,satisfied
39380,Female,Loyal Customer,53,Business travel,2720.0,2,2,2,2,5,5,3,13.0,21.0,satisfied
39381,Male,Loyal Customer,43,Business travel,2720.0,4,4,4,4,3,5,4,138.0,137.0,satisfied
39382,Female,Loyal Customer,39,Business travel,2720.0,4,4,4,2,2,4,4,10.0,4.0,dissatisfied
39383,Female,Loyal Customer,45,Business travel,2720.0,3,3,5,4,4,4,4,14.0,0.0,satisfied
39384,Male,Loyal Customer,57,Business travel,2720.0,4,4,4,2,3,3,5,0.0,0.0,satisfied
39385,Male,Loyal Customer,54,Business travel,2720.0,4,4,2,5,4,4,3,0.0,0.0,satisfied
39386,Female,Loyal Customer,49,Business travel,2720.0,3,1,3,4,2,2,3,11.0,13.0,satisfied
39387,Male,Loyal Customer,18,Business travel,1683.5360392191503,1,1,3,4,5,3,4,-2.0,13.0743375378899,satisfied
39388,Female,Loyal Customer,59,Business travel,2721.0,3,3,3,2,5,5,3,15.0,68.0,satisfied
39389,Male,Loyal Customer,42,Business travel,2721.0,5,5,5,3,1,1,4,0.0,0.0,satisfied
39390,Male,Loyal Customer,57,Business travel,2721.0,3,4,4,2,4,3,3,0.0,0.0,dissatisfied
39392,Female,Loyal Customer,36,Business travel,2721.0,1,5,5,4,1,1,4,0.0,13.0,dissatisfied
39393,Female,Loyal Customer,46,Business travel,2721.0,1,2,1,5,4,4,4,0.0,0.0,satisfied
39394,Female,Loyal Customer,51,Business travel,2721.0,3,1,3,4,5,5,5,23.0,28.0,satisfied
39395,Male,Loyal Customer,45,Business travel,2721.0,1,1,1,2,5,5,5,1.0,0.0,satisfied
39396,Male,Loyal Customer,72,Business travel,2721.0,2,2,2,5,2,2,3,0.0,0.0,satisfied
39397,Female,Loyal Customer,40,Business travel,2721.0,1,1,4,3,4,4,3,3.0,0.0,satisfied
39398,Female,Loyal Customer,57,Business travel,2721.0,2,2,2,5,4,4,4,18.0,13.0,satisfied
39399,Male,Loyal Customer,53,Business travel,2721.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39400,Male,Loyal Customer,48,Business travel,2722.0,1,1,1,3,5,5,4,0.0,0.0,satisfied
39401,Female,Loyal Customer,54,Business travel,2722.0,4,4,4,3,4,4,5,0.0,0.0,satisfied
39402,Female,Loyal Customer,52,Business travel,2722.0,0,0,0,5,5,5,4,3.0,10.0,satisfied
39403,Female,Loyal Customer,52,Business travel,2722.0,5,5,5,5,2,2,4,0.0,0.0,satisfied
39404,Female,Loyal Customer,33,Business travel,2722.0,2,5,2,4,2,2,5,25.0,10.0,satisfied
39405,Female,Loyal Customer,42,Business travel,2722.0,1,1,1,4,4,1,4,21.0,9.0,satisfied
39406,Female,Loyal Customer,45,Business travel,2722.0,3,3,2,5,4,4,3,2.0,0.0,satisfied
39407,Male,Loyal Customer,47,Business travel,2722.0,1,1,5,5,4,4,5,0.0,0.0,satisfied
39408,Female,Loyal Customer,41,Business travel,2722.0,1,1,1,2,5,5,3,10.0,0.0,satisfied
39409,Male,Loyal Customer,33,Business travel,2722.0,2,4,4,2,2,3,2,13.0,12.0,dissatisfied
39410,Male,Loyal Customer,72,Business travel,2723.0,4,5,5,3,4,4,2,0.0,0.0,dissatisfied
39411,Male,Loyal Customer,52,Business travel,2723.0,1,1,1,5,4,4,5,150.0,155.0,satisfied
